Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)   (SDR)
2017 191 50610  -1836969.416   6065616.921   -716257.915     -0.446   2.268   0.305   2.573  13.829
2017 191 50640  -1836969.416   6065616.921   -716257.915     -0.376   2.268   0.305   2.573  13.828
2017 191 50670  -1836969.416   6065616.921   -716257.915     -0.237   2.268   0.305   2.573  13.828
2017 191 50700  -1836969.416   6065616.921   -716257.915     -0.243   2.268   0.305   2.573  13.828
2017 191 50730  -1836969.416   6065616.921   -716257.915     -0.178   2.268   0.305   2.573  13.827
2017 191 50760  -1836969.416   6065616.921   -716257.915     -0.511   2.268   0.305   2.573  13.826
2017 191 50790  -1836969.416   6065616.921   -716257.915      0.136   2.268   0.305   2.573  13.825
2017 191 50820  -1836969.416   6065616.921   -716257.915      0.511   2.268   0.305   2.573  13.823
2017 191 50850  -1836969.416   6065616.921   -716257.915      0.504   2.268   0.305   2.573  13.821
2017 191 50880  -1836969.416   6065616.921   -716257.915     -0.065   2.268   0.305   2.572  13.820
2017 191 50910  -1836969.416   6065616.921   -716257.915     -0.448   2.268   0.305   2.572  13.820
2017 191 50940  -1836969.416   6065616.921   -716257.915     -0.719   2.268   0.304   2.572  13.820
2017 191 50970  -1836969.416   6065616.921   -716257.915     -0.579   2.268   0.304   2.572  13.820
2017 191 51000  -1836969.416   6065616.921   -716257.915     -0.611   2.268   0.304   2.572  13.820
2017 191 51030  -1836969.416   6065616.921   -716257.915     -0.355   2.268   0.304   2.572  13.819
2017 191 51060  -1836969.416   6065616.921   -716257.915     -0.726   2.268   0.304   2.572  13.819
2017 191 51090  -1836969.416   6065616.921   -716257.915      0.048   2.268   0.304   2.572  13.819
2017 191 51120  -1836969.416   6065616.921   -716257.915      0.325   2.268   0.304   2.572  13.818
2017 191 51150  -1836969.416   6065616.921   -716257.915      0.057   2.268   0.304   2.572  13.819
2017 191 51180  -1836969.416   6065616.921   -716257.915      0.305   2.268   0.304   2.572  13.818
2017 191 51210  -1836969.416   6065616.921   -716257.915      0.166   2.268   0.305   2.572  13.818
2017 191 51240  -1836969.416   6065616.921   -716257.915      0.002   2.268   0.305   2.572  13.817
2017 191 51270  -1836969.416   6065616.921   -716257.915     -0.280   2.268   0.304   2.572  13.816
2017 191 51300  -1836969.416   6065616.920   -716257.915     -0.203   2.268   0.305   2.572  13.815
2017 191 51330  -1836969.416   6065616.920   -716257.915     -0.288   2.268   0.304   2.572  13.815
2017 191 51360  -1836969.416   6065616.920   -716257.915     -0.404   2.268   0.304   2.572  13.814
2017 191 51390  -1836969.416   6065616.920   -716257.915     -0.411   2.268   0.304   2.572  13.814
2017 191 51420  -1836969.416   6065616.920   -716257.915     -0.189   2.268   0.304   2.572  13.813
2017 191 51450  -1836969.416   6065616.920   -716257.915      0.044   2.268   0.304   2.572  13.813
2017 191 51480  -1836969.416   6065616.920   -716257.915      0.247   2.268   0.304   2.572  13.811
2017 191 51510  -1836969.416   6065616.920   -716257.915      0.174   2.268   0.305   2.572  13.811
2017 191 51540  -1836969.416   6065616.920   -716257.915      0.118   2.268   0.305   2.572  13.811
2017 191 51570  -1836969.416   6065616.920   -716257.915      0.089   2.268   0.305   2.572  13.809
2017 191 51600  -1836969.416   6065616.920   -716257.915      0.028   2.268   0.305   2.572  13.808
2017 191 51630  -1836969.416   6065616.920   -716257.915     -0.354   2.268   0.305   2.572  13.808
2017 191 51660  -1836969.416   6065616.920   -716257.915     -0.361   2.268   0.304   2.572  13.807
2017 191 51690  -1836969.416   6065616.920   -716257.915     -0.199   2.268   0.304   2.572  13.807
2017 191 51720  -1836969.416   6065616.920   -716257.915     -0.149   2.268   0.304   2.572  13.806
2017 191 51750  -1836969.416   6065616.920   -716257.915     -0.061   2.268   0.304   2.572  13.806
2017 191 51780  -1836969.416   6065616.920   -716257.915     -0.452   2.268   0.304   2.572  13.807
2017 191 51810  -1836969.416   6065616.920   -716257.915      0.916   2.268   0.304   2.572  13.807
2017 191 51840  -1836969.416   6065616.920   -716257.915     -0.448   2.268   0.304   2.572  13.806
2017 191 51870  -1836969.416   6065616.920   -716257.915     -0.024   2.268   0.304   2.572  13.805
2017 191 51900  -1836969.415   6065616.920   -716257.915      1.177   2.268   0.304   2.572  13.804
2017 191 51930  -1836969.415   6065616.920   -716257.915      0.656   2.268   0.304   2.572  13.804
2017 191 51960  -1836969.415   6065616.920   -716257.915      0.050   2.268   0.304   2.572  13.804
2017 191 51990  -1836969.415   6065616.920   -716257.915     -0.165   2.268   0.304   2.572  13.803
2017 191 52020  -1836969.415   6065616.920   -716257.915     -0.950   2.268   0.304   2.572  13.802
2017 191 52050  -1836969.415   6065616.920   -716257.915     -0.413   2.268   0.304   2.572  13.803
2017 191 52080  -1836969.415   6065616.920   -716257.916     -0.623   2.268   0.304   2.572  13.803
2017 191 52110  -1836969.415   6065616.920   -716257.916     -0.576   2.268   0.304   2.572  13.802
2017 191 52140  -1836969.415   6065616.920   -716257.916     -1.055   2.268   0.304   2.572  13.802
2017 191 52170  -1836969.415   6065616.920   -716257.916     -1.347   2.268   0.304   2.572  13.801
2017 191 52200  -1836969.415   6065616.920   -716257.916     -1.095   2.268   0.304   2.572  13.802
2017 191 52230  -1836969.415   6065616.920   -716257.916     -1.333   2.268   0.304   2.572  13.803
2017 191 52260  -1836969.415   6065616.920   -716257.916      0.383   2.268   0.304   2.572  13.802
2017 191 52290  -1836969.415   6065616.920   -716257.916     -0.993   2.268   0.304   2.572  13.800
2017 191 52320  -1836969.415   6065616.920   -716257.916     -0.456   2.268   0.304   2.572  13.800
2017 191 52350  -1836969.415   6065616.920   -716257.916     -0.360   2.268   0.304   2.572  13.799
2017 191 52380  -1836969.415   6065616.920   -716257.916     -0.153   2.268   0.304   2.572  13.799
2017 191 52410  -1836969.415   6065616.920   -716257.916     -0.648   2.268   0.305   2.572  13.798
2017 191 52440  -1836969.415   6065616.920   -716257.916      0.206   2.268   0.305   2.572  13.797
2017 191 52470  -1836969.415   6065616.920   -716257.916      0.158   2.268   0.305   2.573  13.797
2017 191 52500  -1836969.415   6065616.920   -716257.916      0.474   2.268   0.305   2.573  13.796
2017 191 52530  -1836969.415   6065616.920   -716257.916     -0.093   2.268   0.305   2.573  13.795
2017 191 52560  -1836969.415   6065616.920   -716257.916      1.078   2.268   0.305   2.573  13.794
2017 191 52590  -1836969.415   6065616.920   -716257.916      1.015   2.268   0.305   2.573  13.794
2017 191 52620  -1836969.415   6065616.920   -716257.916      0.121   2.268   0.305   2.573  13.794
2017 191 52650  -1836969.415   6065616.920   -716257.916     -0.039   2.268   0.305   2.573  13.794
2017 191 52680  -1836969.415   6065616.920   -716257.916     -0.075   2.268   0.305   2.573  13.794
2017 191 52710  -1836969.415   6065616.920   -716257.916     -0.173   2.268   0.305   2.573  13.794
2017 191 52740  -1836969.415   6065616.920   -716257.916      0.184   2.268   0.305   2.573  13.793
2017 191 52770  -1836969.415   6065616.920   -716257.916      0.111   2.268   0.305   2.573  13.793
2017 191 52800  -1836969.415   6065616.920   -716257.916     -0.156   2.268   0.305   2.573  13.793
2017 191 52830  -1836969.415   6065616.920   -716257.916     -0.000   2.268   0.306   2.573  13.792
2017 191 52860  -1836969.415   6065616.920   -716257.916      0.078   2.268   0.306   2.574  13.791
2017 191 52890  -1836969.415   6065616.920   -716257.916      0.309   2.268   0.306   2.574  13.791
2017 191 52920  -1836969.415   6065616.920   -716257.916      0.131   2.268   0.306   2.574  13.791
2017 191 52950  -1836969.415   6065616.920   -716257.916      0.082   2.268   0.307   2.574  13.789
2017 191 52980  -1836969.415   6065616.920   -716257.916      0.434   2.268   0.307   2.575  13.789
2017 191 53010  -1836969.415   6065616.920   -716257.916      0.477   2.268   0.307   2.575  13.788
2017 191 53040  -1836969.415   6065616.920   -716257.916      0.125   2.268   0.307   2.575  13.787
2017 191 53070  -1836969.415   6065616.920   -716257.916      0.325   2.268   0.308   2.575  13.786
2017 191 53100  -1836969.415   6065616.920   -716257.916     -0.287   2.268   0.308   2.576  13.785
2017 191 53130  -1836969.415   6065616.920   -716257.916      0.326   2.268   0.308   2.576  13.784
2017 191 53160  -1836969.415   6065616.920   -716257.916      0.050   2.268   0.308   2.576  13.783
2017 191 53190  -1836969.415   6065616.920   -716257.916      0.136   2.268   0.308   2.576  13.783
2017 191 53220  -1836969.415   6065616.920   -716257.916      0.206   2.268   0.308   2.576  13.782
2017 191 53250  -1836969.415   6065616.920   -716257.916      0.517   2.268   0.309   2.576  13.781
2017 191 53280  -1836969.415   6065616.920   -716257.916      0.285   2.268   0.309   2.577  13.781
2017 191 53310  -1836969.415   6065616.920   -716257.916      0.434   2.268   0.309   2.577  13.780
2017 191 53340  -1836969.415   6065616.920   -716257.916     -0.110   2.268   0.309   2.577  13.781
2017 191 53370  -1836969.415   6065616.920   -716257.916     -0.021   2.268   0.309   2.577  13.781
2017 191 53400  -1836969.415   6065616.920   -716257.916      0.080   2.268   0.310   2.577  13.780
2017 191 53430  -1836969.415   6065616.920   -716257.916     -0.329   2.268   0.310   2.578  13.780
2017 191 53460  -1836969.415   6065616.920   -716257.916     -0.455   2.268   0.310   2.578  13.779
2017 191 53490  -1836969.415   6065616.920   -716257.916     -0.237   2.268   0.310   2.578  13.780
2017 191 53520  -1836969.415   6065616.920   -716257.916      0.017   2.268   0.310   2.578  13.780
2017 191 53550  -1836969.415   6065616.920   -716257.916      0.222   2.268   0.310   2.578  13.780
2017 191 53580  -1836969.415   6065616.920   -716257.916      0.017   2.268   0.310   2.578  13.780
2017 191 53610  -1836969.415   6065616.920   -716257.916      0.052   2.268   0.311   2.578  13.780
2017 191 53640  -1836969.415   6065616.920   -716257.916     -0.294   2.268   0.311   2.579  13.778
2017 191 53670  -1836969.415   6065616.920   -716257.916     -0.263   2.268   0.311   2.579  13.778
2017 191 53700  -1836969.415   6065616.920   -716257.916     -0.392   2.268   0.312   2.579  13.777
2017 191 53730  -1836969.415   6065616.920   -716257.916     -0.002   2.268   0.312   2.580  13.778
2017 191 53760  -1836969.416   6065616.920   -716257.916      0.136   2.268   0.312   2.580  13.778
2017 191 53790  -1836969.416   6065616.920   -716257.916      0.067   2.268   0.312   2.580  13.778
2017 191 53820  -1836969.416   6065616.920   -716257.916      0.077   2.268   0.313   2.580  13.778
2017 191 53850  -1836969.416   6065616.920   -716257.916      0.180   2.268   0.313   2.581  13.779
2017 191 53880  -1836969.416   6065616.920   -716257.916      0.157   2.268   0.313   2.581  13.781
2017 191 53910  -1836969.416   6065616.920   -716257.916      0.321   2.268   0.313   2.581  13.781
2017 191 53940  -1836969.416   6065616.920   -716257.916      0.181   2.268   0.314   2.581  13.782
2017 191 53970  -1836969.416   6065616.920   -716257.916     -0.055   2.268   0.314   2.582  13.782
2017 191 54000  -1836969.416   6065616.920   -716257.916     -0.500   2.268   0.314   2.582  13.782
2017 191 54030  -1836969.416   6065616.920   -716257.916     -0.122   2.268   0.315   2.582  13.783
2017 191 54060  -1836969.416   6065616.920   -716257.916     -0.093   2.268   0.315   2.583  13.783
2017 191 54090  -1836969.416   6065616.920   -716257.916     -0.451   2.268   0.315   2.583  13.782
2017 191 54120  -1836969.416   6065616.920   -716257.916     -0.195   2.268   0.315   2.583  13.783
2017 191 54150  -1836969.416   6065616.920   -716257.916     -0.562   2.268   0.316   2.584  13.783
2017 191 54180  -1836969.416   6065616.920   -716257.916     -0.287   2.268   0.316   2.584  13.782
2017 191 54210  -1836969.416   6065616.920   -716257.916     -0.537   2.268   0.317   2.584  13.781
2017 191 54240  -1836969.416   6065616.920   -716257.916     -0.314   2.268   0.317   2.585  13.781
2017 191 54270  -1836969.416   6065616.920   -716257.916     -0.323   2.268   0.317   2.585  13.780
2017 191 54300  -1836969.416   6065616.920   -716257.916     -0.219   2.268   0.318   2.586  13.779
2017 191 54330  -1836969.416   6065616.920   -716257.916     -0.075   2.268   0.318   2.586  13.778
2017 191 54360  -1836969.416   6065616.920   -716257.916     -0.213   2.268   0.319   2.586  13.778
2017 191 54390  -1836969.416   6065616.920   -716257.916     -0.029   2.268   0.319   2.587  13.777
2017 191 54420  -1836969.416   6065616.920   -716257.916     -0.458   2.268   0.319   2.587  13.777
2017 191 54450  -1836969.416   6065616.920   -716257.916     -0.108   2.268   0.320   2.588  13.776
2017 191 54480  -1836969.416   6065616.920   -716257.916     -0.014   2.268   0.320   2.588  13.776
2017 191 54510  -1836969.416   6065616.920   -716257.916      0.189   2.268   0.321   2.589  13.776
2017 191 54540  -1836969.417   6065616.920   -716257.916     -0.092   2.268   0.321   2.589  13.775
2017 191 54570  -1836969.417   6065616.920   -716257.916     -0.363   2.268   0.322   2.590  13.774
2017 191 54600  -1836969.417   6065616.920   -716257.916     -0.013   2.268   0.323   2.591  13.775
2017 191 54630  -1836969.417   6065616.920   -716257.916     -0.149   2.268   0.323   2.591  13.774
2017 191 54660  -1836969.417   6065616.920   -716257.916     -0.035   2.268   0.324   2.592  13.774
2017 191 54690  -1836969.417   6065616.920   -716257.916     -0.446   2.268   0.325   2.593  13.775
2017 191 54720  -1836969.417   6065616.920   -716257.916     -0.089   2.268   0.325   2.593  13.776
2017 191 54750  -1836969.417   6065616.920   -716257.916      0.042   2.268   0.326   2.594  13.777
2017 191 54780  -1836969.417   6065616.920   -716257.916      0.026   2.268   0.327   2.595  13.778
2017 191 54810  -1836969.417   6065616.920   -716257.916      0.093   2.268   0.327   2.595  13.778
2017 191 54840  -1836969.417   6065616.920   -716257.916     -2.395   2.268   0.328   2.596  13.778
2017 191 54870  -1836969.417   6065616.920   -716257.916     -0.601   2.268   0.329   2.596  13.778
2017 191 54900  -1836969.417   6065616.920   -716257.916     -4.679   2.268   0.329   2.597  13.777
2017 191 54930  -1836969.417   6065616.920   -716257.916     -3.204   2.268   0.329   2.597  13.777
2017 191 54960  -1836969.417   6065616.920   -716257.916     -4.094   2.268   0.329   2.597  13.776
2017 191 54990  -1836969.417   6065616.920   -716257.916     -3.392   2.268   0.330   2.597  13.775
2017 191 55020  -1836969.417   6065616.920   -716257.916     -1.709   2.268   0.330   2.598  13.775
2017 191 55050  -1836969.417   6065616.920   -716257.916     -2.088   2.268   0.330   2.598  13.775
2017 191 55080  -1836969.417   6065616.920   -716257.916     -1.718   2.268   0.330   2.598  13.774
2017 191 55110  -1836969.417   6065616.920   -716257.916     -1.972   2.268   0.331   2.598  13.774
